date,location,species,latinName,id,latitude,longitude
2018-02-08T01:12:07,Manchester,Marsh tick,Ixodes apronophorus,863,53.46113410426488,-2.203068275289824
2021-06-03T18:52:30,Nottingham,Passerine tick,Dermacentor frontalis,864,52.9676309486688,-1.1881543545650326
2019-04-27T08:32:33,Cardiff,Tree-hole tick,Ixodes arboricola,865,51.49873226359124,-3.2290396747486083
2013-01-18T18:04:17,Liverpool,Marsh tick,Ixodes apronophorus,866,53.38890904490248,-3.004930041019757
2018-08-19T15:55:00,Bristol,Tree-hole tick,Ixodes arboricola,867,51.41884038544523,-2.563565114519255
2020-11-22T02:37:42,Sheffield,Passerine tick,Dermacentor frontalis,868,53.42122389839033,-1.5119198487420646
2012-12-31T14:49:42,London,Tree-hole tick,Ixodes arboricola,869,51.52247255201064,-0.1164485942281324
2016-10-04T18:38:00,Cardiff,Fox/badger tick,Ixodes canisuga,870,51.492883045764465,-3.2053624389814637
2021-09-22T13:13:20,Glasgow,Marsh tick,Ixodes apronophorus,871,55.81887761139364,-4.257505203204932
2019-09-28T10:00:48,Glasgow,Passerine tick,Dermacentor frontalis,872,55.81741250414995,-4.232611962941272
2020-01-23T18:54:10,Newcastle,Southern rodent tick,Ixodes acuminatus,873,54.98481280472382,-1.5820200351075961
2024-10-20T07:20:12,Cardiff,Tree-hole tick,Ixodes arboricola,874,51.46966047141319,-3.196339460346143
2023-06-02T19:20:00,Liverpool,Passerine tick,Dermacentor frontalis,875,53.369012598551336,-2.9603195094888752
2016-12-21T05:59:55,Bristol,Fox/badger tick,Ixodes canisuga,876,51.45412250502209,-2.5829295113935222
2020-10-12T20:42:50,Bristol,Passerine tick,Dermacentor frontalis,877,51.407884238023165,-2.613537384137761
2013-12-23T16:17:08,London,Fox/badger tick,Ixodes canisuga,878,51.53996471767615,-0.08247872695838114
2014-04-20T06:15:14,Nottingham,Fox/badger tick,Ixodes canisuga,879,52.977136213837404,-1.1139648396124786
2018-02-28T14:49:55,Manchester,Passerine tick,Dermacentor frontalis,880,53.53226840319583,-2.271284600413655
2020-08-27T03:17:49,Leeds,Passerine tick,Dermacentor frontalis,881,53.778415060890914,-1.5067287465173518
2019-10-03T20:40:24,Glasgow,Tree-hole tick,Ixodes arboricola,882,55.83075293921321,-4.240110156227358
2022-05-09T23:47:35,Newcastle,Marsh tick,Ixodes apronophorus,883,55.01197763922372,-1.6431118971477106
2017-11-08T21:13:39,Edinburgh,Marsh tick,Ixodes apronophorus,884,55.96393978107119,-3.1825900560045137
2023-11-16T03:25:56,Liverpool,Fox/badger tick,Ixodes canisuga,885,53.4326271704957,-2.9443593967195207
2017-04-02T05:03:53,Leeds,Southern rodent tick,Ixodes acuminatus,886,53.81921181902109,-1.597377404116199
2015-11-12T21:00:06,Nottingham,Southern rodent tick,Ixodes acuminatus,887,52.92463169496414,-1.1000037722236464
2017-08-01T07:23:19,Birmingham,Southern rodent tick,Ixodes acuminatus,888,52.48750584137931,-1.92002126632768
2020-03-11T02:00:04,Liverpool,Tree-hole tick,Ixodes arboricola,889,53.377252719055136,-2.9754797981778003
2018-12-25T16:19:25,Liverpool,Passerine tick,Dermacentor frontalis,890,53.37538428322519,-2.938190865525116
2014-11-26T12:41:17,Nottingham,Passerine tick,Dermacentor frontalis,891,52.96628202086297,-1.1424874223145636
2015-06-30T04:40:44,Birmingham,Southern rodent tick,Ixodes acuminatus,892,52.46628681284978,-1.9235745549134617
2021-02-26T22:40:06,Sheffield,Passerine tick,Dermacentor frontalis,893,53.41532979693048,-1.4699775164582012
2019-08-08T12:02:22,Leeds,Fox/badger tick,Ixodes canisuga,894,53.768620790357865,-1.5703129106338234
2019-02-24T18:57:39,Leeds,Marsh tick,Ixodes apronophorus,895,53.78129817460779,-1.5631488581210133
2024-10-19T07:34:02,Southampton,Southern rodent tick,Ixodes acuminatus,896,50.93582488370773,-1.3785424533371122
2022-12-19T00:07:22,Manchester,Fox/badger tick,Ixodes canisuga,897,53.46581630451683,-2.2277836578162824
2020-12-17T02:08:00,Southampton,Fox/badger tick,Ixodes canisuga,898,50.86472319869605,-1.3572957404728163
2014-07-31T09:14:28,Nottingham,Tree-hole tick,Ixodes arboricola,899,52.930804894811274,-1.1515446105880762
2012-02-04T22:47:40,Newcastle,Passerine tick,Dermacentor frontalis,900,55.0075452132811,-1.6274978216585239
2016-03-24T10:03:49,Southampton,Marsh tick,Ixodes apronophorus,901,50.91874933368196,-1.4212859722946487
2013-07-18T23:47:12,Edinburgh,Passerine tick,Dermacentor frontalis,902,55.95400806695444,-3.2146638847989846
2018-02-08T01:12:07,Manchester,Marsh tick,Ixodes apronophorus,903,53.45126166159581,-2.2711018871981143
2018-02-11T04:34:18,Edinburgh,Southern rodent tick,Ixodes acuminatus,904,55.978567236026876,-3.1889709044461285
2013-02-14T06:01:21,Newcastle,Southern rodent tick,Ixodes acuminatus,905,54.97053254839342,-1.5567451370277443
2018-10-21T04:07:16,Nottingham,Southern rodent tick,Ixodes acuminatus,906,52.90310009946692,-1.1814508956365222
2014-08-13T10:51:17,Edinburgh,Tree-hole tick,Ixodes arboricola,907,55.93412884352746,-3.21052681281722
2024-05-02T22:56:08,Leicester,Tree-hole tick,Ixodes arboricola,908,52.66250375364318,-1.086321169426385
2013-09-22T16:29:54,Newcastle,Tree-hole tick,Ixodes arboricola,909,55.0140087319178,-1.5559335041966613
2020-10-12T20:42:50,Bristol,Passerine tick,Dermacentor frontalis,910,51.44655815017273,-2.5798897593710453
2015-12-19T23:19:00,Nottingham,Southern rodent tick,Ixodes acuminatus,911,52.995990356072745,-1.187718341736403
2019-03-06T00:31:21,Edinburgh,Southern rodent tick,Ixodes acuminatus,912,55.977702251990046,-3.1464065486138906
2020-01-18T10:49:41,Glasgow,Marsh tick,Ixodes apronophorus,913,55.8409122229504,-4.2885436585023555
2023-07-20T21:30:11,Nottingham,Passerine tick,Dermacentor frontalis,914,52.92892477327913,-1.128766922888623
2022-06-29T10:37:20,Liverpool,Passerine tick,Dermacentor frontalis,915,53.353143135706944,-2.998638606392939
2018-08-27T06:13:56,Sheffield,Fox/badger tick,Ixodes canisuga,916,53.37927812080341,-1.4943841117668701
2021-04-03T11:03:10,Glasgow,Passerine tick,Dermacentor frontalis,917,55.86303723969443,-4.265575253037949
2013-05-04T21:24:56,Sheffield,Tree-hole tick,Ixodes arboricola,918,53.33844048977143,-1.5078800373978574
2018-06-27T10:58:52,Birmingham,Passerine tick,Dermacentor frontalis,919,52.4596370188518,-1.9187923733319194
2021-01-10T05:53:11,Nottingham,Passerine tick,Dermacentor frontalis,920,52.94414857053798,-1.1237909016994012
2016-11-05T06:50:53,Bristol,Passerine tick,Dermacentor frontalis,921,51.46132564878119,-2.5461720821555174
2020-01-09T16:40:18,Edinburgh,Tree-hole tick,Ixodes arboricola,922,55.91020364869895,-3.19602534560273
2019-04-18T09:11:41,Bristol,Tree-hole tick,Ixodes arboricola,923,51.432152085636886,-2.6330281457561373
2024-10-07T04:08:24,Manchester,Passerine tick,Dermacentor frontalis,924,53.43733780991059,-2.201377116525479
2022-12-18T21:08:01,Bristol,Passerine tick,Dermacentor frontalis,925,51.45741370643829,-2.5506983477443996
2013-07-11T08:39:47,Glasgow,Passerine tick,Dermacentor frontalis,926,55.828490586680005,-4.242783884365177
2023-12-19T06:20:56,Bristol,Tree-hole tick,Ixodes arboricola,927,51.43057346746187,-2.5888915931330634
2023-07-08T10:06:26,Manchester,Tree-hole tick,Ixodes arboricola,928,53.50014049102222,-2.2940884915919018
2019-06-15T02:42:10,Leeds,Fox/badger tick,Ixodes canisuga,929,53.76966098998638,-1.5899824341442657
2012-01-06T09:34:59,Glasgow,Southern rodent tick,Ixodes acuminatus,930,55.86436822606465,-4.249706795007599
2012-11-23T18:22:36,Nottingham,Fox/badger tick,Ixodes canisuga,931,52.9943746628535,-1.1678151223810451
2012-01-13T01:23:34,Birmingham,Tree-hole tick,Ixodes arboricola,932,52.53855602782929,-1.8639392816395908
2023-12-11T13:59:50,Birmingham,Fox/badger tick,Ixodes canisuga,933,52.46258694821428,-1.8595068002889905
2016-12-14T15:32:50,Bristol,Southern rodent tick,Ixodes acuminatus,934,51.41915797509717,-2.6092711972573652
2024-08-05T18:26:09,Southampton,Passerine tick,Dermacentor frontalis,935,50.92212105796911,-1.4110575933804725
2022-02-13T20:48:00,Bristol,Passerine tick,Dermacentor frontalis,936,51.41927783346034,-2.5621356685487786
2015-05-10T20:50:06,Leicester,Tree-hole tick,Ixodes arboricola,937,52.67665555122382,-1.175338917379729
2016-07-15T21:39:21,Birmingham,Tree-hole tick,Ixodes arboricola,938,52.51281889011734,-1.877628581093481
2024-02-23T11:50:07,Bristol,Fox/badger tick,Ixodes canisuga,939,51.420671909097315,-2.5409047086972185
2016-09-06T19:07:27,London,Tree-hole tick,Ixodes arboricola,940,51.50881358308575,-0.10766709673392365
2020-01-18T10:49:41,Glasgow,Marsh tick,Ixodes apronophorus,941,55.813785823421334,-4.232035896413346
2021-07-16T15:13:50,Edinburgh,Fox/badger tick,Ixodes canisuga,942,55.917591494841886,-3.2231507105545076
2022-11-17T21:26:27,Liverpool,Southern rodent tick,Ixodes acuminatus,943,53.376340142123276,-2.9623425344858347
2015-04-08T07:26:58,Glasgow,Marsh tick,Ixodes apronophorus,944,55.88046977365359,-4.278530440749758
2019-06-15T21:54:47,Bristol,Passerine tick,Dermacentor frontalis,945,51.49024833766268,-2.5446202792498025
2017-03-05T22:04:12,Edinburgh,Marsh tick,Ixodes apronophorus,946,55.985903794618295,-3.167805542776126
2020-05-28T02:35:12,Birmingham,Passerine tick,Dermacentor frontalis,947,52.520951041643784,-1.9337995580303822
2017-06-27T13:11:23,Birmingham,Southern rodent tick,Ixodes acuminatus,948,52.5280018807405,-1.8757581713870282
2018-04-11T15:20:12,London,Fox/badger tick,Ixodes canisuga,949,51.47584740926269,-0.1607986158167293
2015-05-10T20:50:06,Leicester,Tree-hole tick,Ixodes arboricola,950,52.619287545495304,-1.1098532828142529
2018-10-08T15:25:30,London,Southern rodent tick,Ixodes acuminatus,951,51.52540835717801,-0.11773291447002689
2016-04-26T08:55:04,Birmingham,Marsh tick,Ixodes apronophorus,952,52.454429606931676,-1.8905627801259146
2018-11-10T00:10:39,Newcastle,Marsh tick,Ixodes apronophorus,953,54.99395588792484,-1.5693393735120942
2018-09-13T03:31:43,Leeds,Tree-hole tick,Ixodes arboricola,954,53.76032909441686,-1.5984287265756967
2013-01-20T17:40:33,Nottingham,Passerine tick,Dermacentor frontalis,955,52.978362389597166,-1.1549046597042516
2022-11-01T00:47:34,Manchester,Southern rodent tick,Ixodes acuminatus,956,53.49409273802756,-2.2638378875133043
2016-04-21T16:43:38,London,Passerine tick,Dermacentor frontalis,957,51.46920721087081,-0.08990389169552411
2020-09-21T07:53:52,Cardiff,Tree-hole tick,Ixodes arboricola,958,51.45428547585481,-3.2054516752678834
2019-06-22T21:29:54,Sheffield,Fox/badger tick,Ixodes canisuga,959,53.33514954264049,-1.4286340036582665
2017-12-07T19:46:15,Nottingham,Tree-hole tick,Ixodes arboricola,960,52.96414656816736,-1.107040581903544
2017-10-20T04:38:05,Bristol,Tree-hole tick,Ixodes arboricola,961,51.444184803681836,-2.635595419916253
2012-02-16T21:40:11,Leeds,Marsh tick,Ixodes apronophorus,962,53.8138057102073,-1.5418885703828789
2020-08-28T18:36:35,London,Marsh tick,Ixodes apronophorus,963,51.517661041218,-0.16214288178460817
2020-10-25T04:45:34,Southampton,Passerine tick,Dermacentor frontalis,964,50.92364321022921,-1.3717572520851926
2018-05-31T12:31:39,Leicester,Fox/badger tick,Ixodes canisuga,965,52.66831003296984,-1.183102685930364
2016-10-27T04:14:16,Southampton,Passerine tick,Dermacentor frontalis,966,50.940360106583675,-1.396635906522961
2014-03-12T07:34:49,Manchester,Fox/badger tick,Ixodes canisuga,967,53.51348448886043,-2.206664338194902
2015-11-14T13:22:37,Birmingham,Passerine tick,Dermacentor frontalis,968,52.44696302605466,-1.9298530147070647
2018-08-21T05:46:53,Leicester,Passerine tick,Dermacentor frontalis,969,52.64378002272782,-1.1207515853580243
2018-06-05T06:19:35,Liverpool,Fox/badger tick,Ixodes canisuga,970,53.38590197560075,-2.965450670175525
2015-03-03T15:48:22,Sheffield,Fox/badger tick,Ixodes canisuga,971,53.369777251060164,-1.4195857466932753
2012-06-22T12:35:09,Sheffield,Tree-hole tick,Ixodes arboricola,972,53.427128334514094,-1.4737584586300034
2020-11-26T06:32:00,Liverpool,Marsh tick,Ixodes apronophorus,973,53.409834940119964,-2.940471685132501
2013-06-02T03:26:03,Liverpool,Marsh tick,Ixodes apronophorus,974,53.43683044470295,-3.0204958070062498
2018-02-13T00:20:23,Manchester,Southern rodent tick,Ixodes acuminatus,975,53.4376412856811,-2.266852633281068
2016-09-29T19:36:57,Newcastle,Marsh tick,Ixodes apronophorus,976,54.91924564303176,-1.5672486667042376
2022-01-31T18:16:21,Edinburgh,Fox/badger tick,Ixodes canisuga,977,55.928981760019646,-3.2043051305288945
2012-07-08T01:37:18,Newcastle,Passerine tick,Dermacentor frontalis,978,54.95423526718144,-1.6269583040007067
2012-05-02T03:22:57,London,Tree-hole tick,Ixodes arboricola,979,51.46536214179293,-0.11445643074362967
2016-04-17T19:11:02,Manchester,Marsh tick,Ixodes apronophorus,980,53.48511921491156,-2.2491346011154385
2020-06-20T21:26:08,Bristol,Fox/badger tick,Ixodes canisuga,981,51.427672839464186,-2.5688210993311955
2012-05-02T03:22:57,London,Tree-hole tick,Ixodes arboricola,982,51.48936260724885,-0.10681787421544808
2016-03-19T06:22:59,Manchester,Marsh tick,Ixodes apronophorus,983,53.52285829905158,-2.2190839660190873
2023-03-28T10:51:51,Southampton,Marsh tick,Ixodes apronophorus,984,50.95200785971143,-1.3692102059098346
2024-01-21T06:11:04,Southampton,Tree-hole tick,Ixodes arboricola,985,50.86153160729408,-1.4269195370319712
2017-06-06T00:54:12,Bristol,Fox/badger tick,Ixodes canisuga,986,51.44960230708014,-2.5724256601954707
2017-01-04T03:53:10,Southampton,Southern rodent tick,Ixodes acuminatus,987,50.861909782821854,-1.4027937260500494
2022-01-07T11:45:56,Leicester,Marsh tick,Ixodes apronophorus,988,52.58611891775434,-1.1267111013392466
2021-03-19T12:44:44,Cardiff,Southern rodent tick,Ixodes acuminatus,989,51.43682063017825,-3.1609891373419576
2014-02-22T10:42:48,Leeds,Passerine tick,Dermacentor frontalis,990,53.83142327067233,-1.5673647814262615
2023-07-08T10:06:26,Manchester,Tree-hole tick,Ixodes arboricola,991,53.52997402517083,-2.2704159278832887
2013-09-04T06:28:57,Newcastle,Fox/badger tick,Ixodes canisuga,992,54.9616169052602,-1.6170069926603086
2016-06-09T03:33:16,Bristol,Passerine tick,Dermacentor frontalis,993,51.43280406773765,-2.6150072957978105
2012-01-17T08:20:07,Nottingham,Passerine tick,Dermacentor frontalis,994,52.981896075972685,-1.1108856445072064
2016-12-19T09:01:48,Sheffield,Fox/badger tick,Ixodes canisuga,995,53.41171640103327,-1.4969215934207465
2024-12-28T06:01:52,Birmingham,Southern rodent tick,Ixodes acuminatus,996,52.481190441951625,-1.8595662248676592
2015-05-25T09:14:20,Sheffield,Fox/badger tick,Ixodes canisuga,997,53.39235410769241,-1.4318151821554772
2012-03-19T11:26:34,Leicester,Tree-hole tick,Ixodes arboricola,998,52.64389001984101,-1.142538943292512
2023-05-05T03:50:06,Sheffield,Passerine tick,Dermacentor frontalis,999,53.35101658895311,-1.4327930076212474
2018-01-10T15:17:16,Nottingham,Fox/badger tick,Ixodes canisuga,1000,52.97844620828461,-1.1513538456963213
2012-05-28T23:18:10,Edinburgh,Passerine tick,Dermacentor frontalis,1001,55.99174366524573,-3.1570477390315914
2015-05-02T01:53:53,Southampton,Marsh tick,Ixodes apronophorus,1002,50.919089689492395,-1.4135050887625087
2014-02-13T20:33:49,Bristol,Southern rodent tick,Ixodes acuminatus,1003,51.44529254832893,-2.562626852123139
2022-07-20T11:47:01,Bristol,Marsh tick,Ixodes apronophorus,1004,51.49507505523456,-2.596512387297903
2012-03-09T04:01:56,Southampton,Tree-hole tick,Ixodes arboricola,1005,50.87106824569637,-1.3655458600951231
2023-03-15T08:20:56,Sheffield,Tree-hole tick,Ixodes arboricola,1006,53.42672038556596,-1.4531301309092517
2021-03-07T19:08:07,Bristol,Southern rodent tick,Ixodes acuminatus,1007,51.42224262516075,-2.6257443229556063
2013-09-22T16:29:54,Newcastle,Tree-hole tick,Ixodes arboricola,1008,55.0023219773226,-1.5641525594452614
2013-10-03T05:52:55,Southampton,Southern rodent tick,Ixodes acuminatus,1009,50.88106720731297,-1.3757031740000856
2024-03-30T20:29:12,Liverpool,Tree-hole tick,Ixodes arboricola,1010,53.39119992160274,-2.9365232825663576
2022-06-13T12:48:38,Liverpool,Passerine tick,Dermacentor frontalis,1011,53.4278926364457,-2.9656743248958435
2016-12-01T00:23:30,Leicester,Passerine tick,Dermacentor frontalis,1012,52.63295365250703,-1.1374458263754834
2022-10-01T05:04:14,Leeds,Passerine tick,Dermacentor frontalis,1013,53.79110216709539,-1.5872504049325444
2023-04-02T10:43:00,Birmingham,Passerine tick,Dermacentor frontalis,1014,52.526628308903994,-1.9078057645569293
2022-02-03T15:49:52,Sheffield,Fox/badger tick,Ixodes canisuga,1015,53.39353343594345,-1.4481973513364554
2013-01-05T13:44:03,Glasgow,Passerine tick,Dermacentor frontalis,1016,55.8180050805271,-4.260038655637379
2019-11-17T19:28:44,Newcastle,Southern rodent tick,Ixodes acuminatus,1017,54.921357308625424,-1.5860403441195392
2013-09-22T05:19:05,Liverpool,Marsh tick,Ixodes apronophorus,1018,53.43913106862898,-3.013986976677574
2019-02-27T10:45:38,Edinburgh,Fox/badger tick,Ixodes canisuga,1019,55.99379155415122,-3.22062832903911
2016-09-06T19:07:27,London,Tree-hole tick,Ixodes arboricola,1020,51.489269931779894,-0.135698307604747
2019-09-07T13:52:05,Edinburgh,Fox/badger tick,Ixodes canisuga,1021,55.96942090870322,-3.2005675458415133
2021-11-02T21:50:01,Liverpool,Southern rodent tick,Ixodes acuminatus,1022,53.399162634847755,-3.0050643853648027
2014-01-28T00:35:34,Liverpool,Fox/badger tick,Ixodes canisuga,1023,53.399572605214104,-2.9693145753667927
2013-09-10T17:11:54,Cardiff,Tree-hole tick,Ixodes arboricola,1024,51.48949179351991,-3.2063434537986772
2020-01-19T00:15:32,Sheffield,Tree-hole tick,Ixodes arboricola,1025,53.35846835671269,-1.5080090783039086
2018-04-17T15:32:37,Cardiff,Passerine tick,Dermacentor frontalis,1026,51.4996765797323,-3.221551146960454
2012-10-02T20:45:27,Cardiff,Passerine tick,Dermacentor frontalis,1027,51.439486384354986,-3.170121971745512
2024-05-23T17:05:22,Glasgow,Marsh tick,Ixodes apronophorus,1028,55.903800329463294,-4.274831935303765
2022-04-04T10:17:02,London,Marsh tick,Ixodes apronophorus,1029,51.55162526758084,-0.07577924056784716
2012-03-19T11:26:34,Leicester,Tree-hole tick,Ixodes arboricola,1030,52.66272256085878,-1.18033732731938
2024-05-02T06:27:49,Glasgow,Passerine tick,Dermacentor frontalis,1031,55.826191096836816,-4.294543185078843
2019-05-15T05:38:19,Sheffield,Passerine tick,Dermacentor frontalis,1032,53.41903484320878,-1.4278590432864429
2013-06-20T23:44:17,Manchester,Fox/badger tick,Ixodes canisuga,1033,53.45820904911491,-2.2472284682904418
2022-11-22T04:49:05,London,Tree-hole tick,Ixodes arboricola,1034,51.545856453265216,-0.16364033586826462
2021-03-28T17:42:23,Leeds,Fox/badger tick,Ixodes canisuga,1035,53.7965970610287,-1.5847769528464029
2024-05-02T22:56:08,Leicester,Tree-hole tick,Ixodes arboricola,1036,52.6051581591259,-1.1370822505949196
2019-02-21T12:50:13,Leeds,Tree-hole tick,Ixodes arboricola,1037,53.80978301116379,-1.564633302398764
2019-04-13T02:03:21,London,Fox/badger tick,Ixodes canisuga,1038,51.51406236468577,-0.11579696573528803
2019-03-05T18:51:10,Liverpool,Tree-hole tick,Ixodes arboricola,1039,53.44222126859315,-2.989684187606049
2015-04-07T14:18:14,Bristol,Marsh tick,Ixodes apronophorus,1040,51.47923957332465,-2.5658866820635717
2017-08-23T15:41:18,Southampton,Tree-hole tick,Ixodes arboricola,1041,50.91951859290884,-1.4495261697009232
2016-10-07T22:28:07,Southampton,Tree-hole tick,Ixodes arboricola,1042,50.91583132110638,-1.3863717729517602
2014-07-08T04:48:34,Newcastle,Marsh tick,Ixodes apronophorus,1043,54.99663335910858,-1.626338248596925
2017-02-03T03:39:13,Cardiff,Southern rodent tick,Ixodes acuminatus,1044,51.51666280778872,-3.148909158048081
2013-09-22T16:29:54,Newcastle,Tree-hole tick,Ixodes arboricola,1045,54.93771642078552,-1.6461115847909582
2012-05-26T08:08:26,Leeds,Southern rodent tick,Ixodes acuminatus,1046,53.810033504967926,-1.5897291796886095
2013-05-04T21:24:56,Sheffield,Tree-hole tick,Ixodes arboricola,1047,53.3696741450956,-1.4860368337841505
2017-02-28T06:31:25,London,Fox/badger tick,Ixodes canisuga,1048,51.55620808636638,-0.10019016950828483
2019-06-10T13:42:28,Glasgow,Marsh tick,Ixodes apronophorus,1049,55.89436728688785,-4.286676512014529
2018-04-13T13:56:31,Leeds,Tree-hole tick,Ixodes arboricola,1050,53.82139118772461,-1.5356272118901073
2022-12-18T21:08:01,Bristol,Passerine tick,Dermacentor frontalis,1051,51.410292661418985,-2.625919768219064
2023-03-01T07:21:43,Birmingham,Southern rodent tick,Ixodes acuminatus,1052,52.514619390701235,-1.894476844518441
2022-11-22T04:49:05,London,Tree-hole tick,Ixodes arboricola,1053,51.46347247642413,-0.06853664804961422
2021-02-28T01:36:06,Birmingham,Tree-hole tick,Ixodes arboricola,1054,52.525406811230354,-1.8819735138816398
2024-02-22T08:01:16,Cardiff,Marsh tick,Ixodes apronophorus,1055,51.45480476551551,-3.195363758905396
2012-04-20T05:33:21,Birmingham,Southern rodent tick,Ixodes acuminatus,1056,52.50357683809384,-1.9444660207504862
2019-06-15T21:54:47,Bristol,Passerine tick,Dermacentor frontalis,1057,51.45025007596854,-2.5484986305754065
2016-10-27T04:14:16,Southampton,Passerine tick,Dermacentor frontalis,1058,50.88548543850915,-1.4439074848570501
2014-04-08T23:45:52,London,Fox/badger tick,Ixodes canisuga,1059,51.48415192534384,-0.08160687437591053
2014-04-17T00:24:28,Manchester,Fox/badger tick,Ixodes canisuga,1060,53.466520417453616,-2.2437663798826835
2020-05-03T12:56:44,Birmingham,Passerine tick,Dermacentor frontalis,1061,52.469305212472264,-1.856987658454765
2017-05-21T22:11:04,Birmingham,Passerine tick,Dermacentor frontalis,1062,52.53401412332765,-1.9156440433202235
2015-05-14T10:53:44,Leeds,Fox/badger tick,Ixodes canisuga,1063,53.75144988480499,-1.5137733094847388
2014-03-26T11:48:38,Liverpool,Marsh tick,Ixodes apronophorus,1064,53.397923326779704,-3.0298296841541235
2022-05-14T22:06:33,Nottingham,Passerine tick,Dermacentor frontalis,1065,52.99135486968848,-1.1426125568165293
2019-05-14T12:08:58,Glasgow,Marsh tick,Ixodes apronophorus,1066,55.86904501183627,-4.213763170038618
2020-06-20T21:26:08,Bristol,Fox/badger tick,Ixodes canisuga,1067,51.470820458612216,-2.6032117065514804
2014-07-30T11:55:21,Nottingham,Fox/badger tick,Ixodes canisuga,1068,52.95198388896661,-1.1372961521872251
2019-11-17T19:28:44,Newcastle,Southern rodent tick,Ixodes acuminatus,1069,54.97799032576233,-1.5612789905252547
2020-07-31T11:39:19,Newcastle,Southern rodent tick,Ixodes acuminatus,1070,54.937522725071965,-1.5925610171632403
2021-12-23T06:22:50,Birmingham,Tree-hole tick,Ixodes arboricola,1071,52.48127832895832,-1.8599110869607445
2017-01-02T10:07:09,Southampton,Marsh tick,Ixodes apronophorus,1072,50.87161956663765,-1.3859876784645926
2024-08-30T17:56:19,Liverpool,Marsh tick,Ixodes apronophorus,1073,53.41151343235611,-2.9884213987213277
2012-02-25T05:50:29,Bristol,Passerine tick,Dermacentor frontalis,1074,51.44517430270807,-2.600668496377065
2014-07-30T11:55:21,Nottingham,Fox/badger tick,Ixodes canisuga,1075,52.940801059140824,-1.170792360618085
2021-01-29T21:26:32,Birmingham,Southern rodent tick,Ixodes acuminatus,1076,52.45760437958912,-1.9181827360075532
2020-11-15T09:58:23,Glasgow,Tree-hole tick,Ixodes arboricola,1077,55.81588552714981,-4.2518102426456625
2022-12-04T12:45:44,Southampton,Fox/badger tick,Ixodes canisuga,1078,50.8884389278613,-1.4130573692052457
2017-06-30T15:03:50,Manchester,Passerine tick,Dermacentor frontalis,1079,53.52489015008573,-2.2371491939312
2021-01-20T02:28:09,Glasgow,Southern rodent tick,Ixodes acuminatus,1080,55.905663428174584,-4.218388774380806
2019-02-24T18:57:39,Leeds,Marsh tick,Ixodes apronophorus,1081,53.766373412520295,-1.5258396164298265
2021-04-21T02:40:22,Cardiff,Fox/badger tick,Ixodes canisuga,1082,51.44312257521732,-3.1999557286415423
2017-06-28T02:20:14,Newcastle,Marsh tick,Ixodes apronophorus,1083,54.92175399779596,-1.583957382155318
2019-03-04T23:42:49,Leicester,Tree-hole tick,Ixodes arboricola,1084,52.64346681795319,-1.098318330385931
2012-12-06T21:32:36,Sheffield,Southern rodent tick,Ixodes acuminatus,1085,53.41381854760263,-1.5007277980206375
2024-04-09T21:45:00,Liverpool,Marsh tick,Ixodes apronophorus,1086,53.371219210700545,-2.9494042771394273
2013-12-23T16:17:08,London,Fox/badger tick,Ixodes canisuga,1087,51.46650910901252,-0.07474786867377704
2023-06-21T06:42:08,Glasgow,Fox/badger tick,Ixodes canisuga,1088,55.84104543916131,-4.244174425796878
2023-10-03T07:05:31,Sheffield,Passerine tick,Dermacentor frontalis,1089,53.38357952587228,-1.4683395812292848
2014-01-28T00:35:34,Liverpool,Fox/badger tick,Ixodes canisuga,1090,53.431663187514054,-2.9610752026698406
2012-09-29T21:32:55,Nottingham,Fox/badger tick,Ixodes canisuga,1091,52.98190915267581,-1.1374531125183867
2018-12-08T15:50:21,Nottingham,Passerine tick,Dermacentor frontalis,1092,52.98715576557512,-1.1579677034655234
2024-12-08T20:09:18,Bristol,Marsh tick,Ixodes apronophorus,1093,51.46224049023678,-2.579293114342322
2015-12-26T23:18:14,Leicester,Southern rodent tick,Ixodes acuminatus,1094,52.58368804781255,-1.1544759235684254
2020-03-11T21:12:53,Liverpool,Tree-hole tick,Ixodes arboricola,1095,53.36915342866231,-2.988271612303866
2014-08-14T23:46:15,Liverpool,Tree-hole tick,Ixodes arboricola,1096,53.44394940345208,-3.0301472345296543
2015-12-18T10:04:13,Glasgow,Passerine tick,Dermacentor frontalis,1097,55.817462893616266,-4.214606503314182
2023-03-28T10:51:51,Southampton,Marsh tick,Ixodes apronophorus,1098,50.91479701959864,-1.3670901296339073
2023-02-23T22:13:32,Cardiff,Southern rodent tick,Ixodes acuminatus,1099,51.434898165869335,-3.142691141792349
2014-04-17T00:24:28,Manchester,Fox/badger tick,Ixodes canisuga,1100,53.43907153636901,-2.24637302478248
2013-09-22T05:19:05,Liverpool,Marsh tick,Ixodes apronophorus,1101,53.36238418750855,-3.0087319453203287
2017-11-08T21:13:39,Edinburgh,Marsh tick,Ixodes apronophorus,1102,55.97345264860982,-3.1723110343761296
2023-09-17T22:19:35,Sheffield,Fox/badger tick,Ixodes canisuga,1103,53.37438169341766,-1.428279157279702
2022-07-17T04:22:02,Edinburgh,Southern rodent tick,Ixodes acuminatus,1104,55.98097480521864,-3.189768229467136
2018-12-10T05:09:25,Nottingham,Tree-hole tick,Ixodes arboricola,1105,52.92124930564871,-1.12249354093239
2019-12-14T15:50:15,London,Fox/badger tick,Ixodes canisuga,1106,51.51229119087811,-0.13758034579271264
